,label,email,length,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized,body_text_length,body_text_clean_length,num_characters,num_words,num_sentences
592,spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,148,PRIVATE Your 2003 Account Statement for 07753741225 shows 800 unredeemed S I M points Call 08715203677 Identifier Code 42478 Expires 241004,"['PRIVATE', 'Your', '2003', 'Account', 'Statement', 'for', '07753741225', 'shows', '800', 'unredeemed', 'S', 'I', 'M', 'points', 'Call', '08715203677', 'Identifier', 'Code', '42478', 'Expires', '241004']","['PRIVATE', 'Your', '2003', 'Account', 'Statement', '07753741225', 'shows', '800', 'unredeemed', 'S', 'I', 'M', 'points', 'Call', '08715203677', 'Identifier', 'Code', '42478', 'Expires', '241004']","['privat', 'your', '2003', 'account', 'statement', '07753741225', 'show', '800', 'unredeem', 's', 'i', 'm', 'point', 'call', '08715203677', 'identifi', 'code', '42478', 'expir', '241004']","['privat', 'your', '2003', 'account', 'statement', '07753741225', 'show', '800', 'unredeem', 's', 'i', 'm', 'point', 'call', '08715203677', 'identifi', 'code', '42478', 'expir', '241004']",148,139,148,24,3
593,ham,You still at grand prix?,24,You still at grand prix,"['You', 'still', 'at', 'grand', 'prix']","['You', 'still', 'grand', 'prix']","['you', 'still', 'grand', 'prix']","['you', 'still', 'grand', 'prix']",24,23,24,6,1
594,ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",147,I met you as a stranger and choose you as my friend As long as the world stands our friendship never ends Lets be Friends forever Gud nitz,"['I', 'met', 'you', 'as', 'a', 'stranger', 'and', 'choose', 'you', 'as', 'my', 'friend', 'As', 'long', 'as', 'the', 'world', 'stands', 'our', 'friendship', 'never', 'ends', 'Lets', 'be', 'Friends', 'forever', 'Gud', 'nitz']","['I', 'met', 'stranger', 'choose', 'friend', 'As', 'long', 'world', 'stands', 'friendship', 'never', 'ends', 'Lets', 'Friends', 'forever', 'Gud', 'nitz']","['i', 'met', 'stranger', 'choos', 'friend', 'as', 'long', 'world', 'stand', 'friendship', 'never', 'end', 'let', 'friend', 'forev', 'gud', 'nitz']","['i', 'met', 'stranger', 'choos', 'friend', 'a', 'long', 'world', 'stand', 'friendship', 'never', 'end', 'let', 'friend', 'forev', 'gud', 'nitz']",147,138,147,35,4
595,ham,I am great! How are you?,24,I am great How are you,"['I', 'am', 'great', 'How', 'are', 'you']","['I', 'great', 'How']","['i', 'great', 'how']","['i', 'great', 'how']",24,22,24,8,2
596,ham,Gud mrng dear have a nice day,29,Gud mrng dear have a nice day,"['Gud', 'mrng', 'dear', 'have', 'a', 'nice', 'day']","['Gud', 'mrng', 'dear', 'nice', 'day']","['gud', 'mrng', 'dear', 'nice', 'day']","['gud', 'mrng', 'dear', 'nice', 'day']",29,29,29,7,1
597,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86,You have an important customer service announcement Call FREEPHONE 0800 542 0825 now,"['You', 'have', 'an', 'important', 'customer', 'service', 'announcement', 'Call', 'FREEPHONE', '0800', '542', '0825', 'now']","['You', 'important', 'customer', 'service', 'announcement', 'Call', 'FREEPHONE', '0800', '542', '0825']","['you', 'import', 'custom', 'servic', 'announc', 'call', 'freephon', '0800', '542', '0825']","['you', 'import', 'custom', 'servic', 'announc', 'call', 'freephon', '0800', '542', '0825']",86,84,86,15,2
598,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,87,Will do Was exhausted on train this morning Too much wine and pie You sleep well too,"['Will', 'do', 'Was', 'exhausted', 'on', 'train', 'this', 'morning', 'Too', 'much', 'wine', 'and', 'pie', 'You', 'sleep', 'well', 'too']","['Will', 'Was', 'exhausted', 'train', 'morning', 'Too', 'much', 'wine', 'pie', 'You', 'sleep', 'well']","['will', 'wa', 'exhaust', 'train', 'morn', 'too', 'much', 'wine', 'pie', 'you', 'sleep', 'well']","['will', 'wa', 'exhaust', 'train', 'morn', 'too', 'much', 'wine', 'pie', 'you', 'sleep', 'well']",87,84,87,20,4
599,ham,I'm going out to buy mum's present ar.,38,Im going out to buy mums present ar,"['Im', 'going', 'out', 'to', 'buy', 'mums', 'present', 'ar']","['Im', 'going', 'buy', 'mums', 'present', 'ar']","['im', 'go', 'buy', 'mum', 'present', 'ar']","['im', 'go', 'buy', 'mum', 'present', 'ar']",38,35,38,11,1
600,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,104,Mind blastin No more Tsunamis will occur from now on Rajnikant stopped swimming in Indian OceanD,"['Mind', 'blastin', 'No', 'more', 'Tsunamis', 'will', 'occur', 'from', 'now', 'on', 'Rajnikant', 'stopped', 'swimming', 'in', 'Indian', 'OceanD']","['Mind', 'blastin', 'No', 'Tsunamis', 'occur', 'Rajnikant', 'stopped', 'swimming', 'Indian', 'OceanD']","['mind', 'blastin', 'no', 'tsunami', 'occur', 'rajnik', 'stop', 'swim', 'indian', 'oceand']","['mind', 'blastin', 'no', 'tsunami', 'occur', 'rajnik', 'stop', 'swim', 'indian', 'oceand']",104,96,104,21,1
601,ham,If u sending her home first it's ok lor. I'm not ready yet.,59,If u sending her home first its ok lor Im not ready yet,"['If', 'u', 'sending', 'her', 'home', 'first', 'its', 'ok', 'lor', 'Im', 'not', 'ready', 'yet']","['If', 'u', 'sending', 'home', 'first', 'ok', 'lor', 'Im', 'ready', 'yet']","['if', 'u', 'send', 'home', 'first', 'ok', 'lor', 'im', 'readi', 'yet']","['if', 'u', 'send', 'home', 'first', 'ok', 'lor', 'im', 'readi', 'yet']",59,55,59,17,2
602,ham,Speaking of does he have any cash yet?,38,Speaking of does he have any cash yet,"['Speaking', 'of', 'does', 'he', 'have', 'any', 'cash', 'yet']","['Speaking', 'cash', 'yet']","['speak', 'cash', 'yet']","['speak', 'cash', 'yet']",38,37,38,9,1
603,ham,Be happy there. I will come after noon,38,Be happy there I will come after noon,"['Be', 'happy', 'there', 'I', 'will', 'come', 'after', 'noon']","['Be', 'happy', 'I', 'come', 'noon']","['be', 'happi', 'i', 'come', 'noon']","['be', 'happi', 'i', 'come', 'noon']",38,37,38,9,2
604,ham,Meet after lunch la...,22,Meet after lunch la,"['Meet', 'after', 'lunch', 'la']","['Meet', 'lunch', 'la']","['meet', 'lunch', 'la']","['meet', 'lunch', 'la']",22,19,22,5,1
605,ham,TaKe CaRE n gET WeLL sOOn,25,TaKe CaRE n gET WeLL sOOn,"['TaKe', 'CaRE', 'n', 'gET', 'WeLL', 'sOOn']","['TaKe', 'CaRE', 'n', 'gET', 'WeLL', 'sOOn']","['take', 'care', 'n', 'get', 'well', 'soon']","['take', 'care', 'n', 'get', 'well', 'soon']",25,25,25,6,1
606,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,135,XCLUSIVECLUBSAISAI 2MOROW 285 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARISFREE ROSES 2 ALL LADIES  info 0794674629107880867867 ,"['XCLUSIVECLUBSAISAI', '2MOROW', '285', 'SOIREE', 'SPECIALE', 'ZOUK', 'WITH', 'NICHOLS', 'FROM', 'PARISFREE', 'ROSES', '2', 'ALL', 'LADIES', 'info', '0794674629107880867867', '']","['XCLUSIVECLUBSAISAI', '2MOROW', '285', 'SOIREE', 'SPECIALE', 'ZOUK', 'WITH', 'NICHOLS', 'FROM', 'PARISFREE', 'ROSES', '2', 'ALL', 'LADIES', 'info', '0794674629107880867867', '']","['xclusiveclubsaisai', '2morow', '285', 'soire', 'special', 'zouk', 'with', 'nichol', 'from', 'parisfre', 'rose', '2', 'all', 'ladi', 'info', '0794674629107880867867', '']","['xclusiveclubsaisai', '2morow', '285', 'soire', 'special', 'zouk', 'with', 'nichol', 'from', 'parisfre', 'rose', '2', 'all', 'ladi', 'info', '0794674629107880867867', '']",135,127,135,22,3
607,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,87,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,"['what', 'I', 'meant', 'to', 'say', 'is', 'cant', 'wait', 'to', 'see', 'u', 'again', 'getting', 'bored', 'of', 'this', 'bridgwater', 'banter']","['I', 'meant', 'say', 'cant', 'wait', 'see', 'u', 'getting', 'bored', 'bridgwater', 'banter']","['i', 'meant', 'say', 'cant', 'wait', 'see', 'u', 'get', 'bore', 'bridgwat', 'banter']","['i', 'meant', 'say', 'cant', 'wait', 'see', 'u', 'get', 'bore', 'bridgwat', 'banter']",87,87,87,18,1
608,ham,Neva mind it's ok..,19,Neva mind its ok,"['Neva', 'mind', 'its', 'ok']","['Neva', 'mind', 'ok']","['neva', 'mind', 'ok']","['neva', 'mind', 'ok']",19,16,19,6,1
609,ham,"It's fine, imma get a drink or somethin. Want me to come find you?",66,Its fine imma get a drink or somethin Want me to come find you,"['Its', 'fine', 'imma', 'get', 'a', 'drink', 'or', 'somethin', 'Want', 'me', 'to', 'come', 'find', 'you']","['Its', 'fine', 'imma', 'get', 'drink', 'somethin', 'Want', 'come', 'find']","['it', 'fine', 'imma', 'get', 'drink', 'somethin', 'want', 'come', 'find']","['it', 'fine', 'imma', 'get', 'drink', 'somethin', 'want', 'come', 'find']",66,62,66,18,2
610,spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,140,22 days to kick off For Euro2004 U will be kept up to date with the latest news and results daily To be removed send GET TXT STOP to 83222,"['22', 'days', 'to', 'kick', 'off', 'For', 'Euro2004', 'U', 'will', 'be', 'kept', 'up', 'to', 'date', 'with', 'the', 'latest', 'news', 'and', 'results', 'daily', 'To', 'be', 'removed', 'send', 'GET', 'TXT', 'STOP', 'to', '83222']","['22', 'days', 'kick', 'For', 'Euro2004', 'U', 'kept', 'date', 'latest', 'news', 'results', 'daily', 'To', 'removed', 'send', 'GET', 'TXT', 'STOP', '83222']","['22', 'day', 'kick', 'for', 'euro2004', 'u', 'kept', 'date', 'latest', 'news', 'result', 'daili', 'to', 'remov', 'send', 'get', 'txt', 'stop', '83222']","['22', 'day', 'kick', 'for', 'euro2004', 'u', 'kept', 'date', 'latest', 'news', 'result', 'daili', 'to', 'remov', 'send', 'get', 'txt', 'stop', '83222']",140,138,140,32,3
611,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,156,Its a valentine game   Send dis msg to all ur friends  If 5 answers r d same then someone really loves u Ques which colour suits me the bestrply me,"['Its', 'a', 'valentine', 'game', 'Send', 'dis', 'msg', 'to', 'all', 'ur', 'friends', 'If', '5', 'answers', 'r', 'd', 'same', 'then', 'someone', 'really', 'loves', 'u', 'Ques', 'which', 'colour', 'suits', 'me', 'the', 'bestrply', 'me']","['Its', 'valentine', 'game', 'Send', 'dis', 'msg', 'ur', 'friends', 'If', '5', 'answers', 'r', 'someone', 'really', 'loves', 'u', 'Ques', 'colour', 'suits', 'bestrply']","['it', 'valentin', 'game', 'send', 'di', 'msg', 'ur', 'friend', 'if', '5', 'answer', 'r', 'someon', 'realli', 'love', 'u', 'que', 'colour', 'suit', 'bestrpli']","['it', 'valentin', 'game', 'send', 'di', 'msg', 'ur', 'friend', 'if', '5', 'answer', 'r', 'someon', 'realli', 'love', 'u', 'que', 'colour', 'suit', 'bestrpli']",156,147,156,37,6
612,ham,I have many dependents,22,I have many dependents,"['I', 'have', 'many', 'dependents']","['I', 'many', 'dependents']","['i', 'mani', 'depend']","['i', 'mani', 'depend']",22,22,22,4,1
613,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,107,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOONC,"['THANX4', 'TODAY', 'CER', 'IT', 'WAS', 'NICE', '2', 'CATCH', 'UP', 'BUT', 'WE', 'AVE', '2', 'FIND', 'MORE', 'TIME', 'MORE', 'OFTEN', 'OH', 'WELL', 'TAKE', 'CARE', 'C', 'U', 'SOONC']","['THANX4', 'TODAY', 'CER', 'IT', 'WAS', 'NICE', '2', 'CATCH', 'UP', 'BUT', 'WE', 'AVE', '2', 'FIND', 'MORE', 'TIME', 'MORE', 'OFTEN', 'OH', 'WELL', 'TAKE', 'CARE', 'C', 'U', 'SOONC']","['thanx4', 'today', 'cer', 'it', 'wa', 'nice', '2', 'catch', 'up', 'but', 'we', 'ave', '2', 'find', 'more', 'time', 'more', 'often', 'oh', 'well', 'take', 'care', 'c', 'u', 'soonc']","['thanx4', 'today', 'cer', 'it', 'wa', 'nice', '2', 'catch', 'up', 'but', 'we', 'ave', '2', 'find', 'more', 'time', 'more', 'often', 'oh', 'well', 'take', 'care', 'c', 'u', 'soonc']",107,106,107,25,1
614,ham,I called and said all to him:)then he have to choose this future.,65,I called and said all to himthen he have to choose this future,"['I', 'called', 'and', 'said', 'all', 'to', 'himthen', 'he', 'have', 'to', 'choose', 'this', 'future']","['I', 'called', 'said', 'himthen', 'choose', 'future']","['i', 'call', 'said', 'himthen', 'choos', 'futur']","['i', 'call', 'said', 'himthen', 'choos', 'futur']",65,62,65,17,1
615,ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",149,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish So i thought to finish off aunties and uncles 1st,"['Happy', 'valentines', 'day', 'I', 'know', 'its', 'early', 'but', 'i', 'have', 'hundreds', 'of', 'handsomes', 'and', 'beauties', 'to', 'wish', 'So', 'i', 'thought', 'to', 'finish', 'off', 'aunties', 'and', 'uncles', '1st']","['Happy', 'valentines', 'day', 'I', 'know', 'early', 'hundreds', 'handsomes', 'beauties', 'wish', 'So', 'thought', 'finish', 'aunties', 'uncles', '1st']","['happi', 'valentin', 'day', 'i', 'know', 'earli', 'hundr', 'handsom', 'beauti', 'wish', 'so', 'thought', 'finish', 'aunti', 'uncl', '1st']","['happi', 'valentin', 'day', 'i', 'know', 'earli', 'hundr', 'handsom', 'beauti', 'wish', 'so', 'thought', 'finish', 'aunti', 'uncl', '1st']",149,141,149,31,2
616,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,137,He like not v shock leh Cos telling shuhui is like telling leona also Like dat almost all know liao He got ask me abt ur reaction lor,"['He', 'like', 'not', 'v', 'shock', 'leh', 'Cos', 'telling', 'shuhui', 'is', 'like', 'telling', 'leona', 'also', 'Like', 'dat', 'almost', 'all', 'know', 'liao', 'He', 'got', 'ask', 'me', 'abt', 'ur', 'reaction', 'lor']","['He', 'like', 'v', 'shock', 'leh', 'Cos', 'telling', 'shuhui', 'like', 'telling', 'leona', 'also', 'Like', 'dat', 'almost', 'know', 'liao', 'He', 'got', 'ask', 'abt', 'ur', 'reaction', 'lor']","['he', 'like', 'v', 'shock', 'leh', 'co', 'tell', 'shuhui', 'like', 'tell', 'leona', 'also', 'like', 'dat', 'almost', 'know', 'liao', 'he', 'got', 'ask', 'abt', 'ur', 'reaction', 'lor']","['he', 'like', 'v', 'shock', 'leh', 'co', 'tell', 'shuhui', 'like', 'tell', 'leona', 'also', 'like', 'dat', 'almost', 'know', 'liao', 'he', 'got', 'ask', 'abt', 'ur', 'reaction', 'lor']",137,133,137,32,4
617,ham,For my family happiness..,25,For my family happiness,"['For', 'my', 'family', 'happiness']","['For', 'family', 'happiness']","['for', 'famili', 'happi']","['for', 'famili', 'happi']",25,23,25,5,1
618,ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,60,I come n pick Ì up Come out immediately aft ur lesson,"['I', 'come', 'n', 'pick', 'Ì', 'up', 'Come', 'out', 'immediately', 'aft', 'ur', 'lesson']","['I', 'come', 'n', 'pick', 'Ì', 'Come', 'immediately', 'aft', 'ur', 'lesson']","['i', 'come', 'n', 'pick', 'ì', 'come', 'immedi', 'aft', 'ur', 'lesson']","['i', 'come', 'n', 'pick', 'ì', 'come', 'immedi', 'aft', 'ur', 'lesson']",60,53,60,14,1
619,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,103,Let there be snow Let there be snow This kind of weather brings ppl together so friendships can grow,"['Let', 'there', 'be', 'snow', 'Let', 'there', 'be', 'snow', 'This', 'kind', 'of', 'weather', 'brings', 'ppl', 'together', 'so', 'friendships', 'can', 'grow']","['Let', 'snow', 'Let', 'snow', 'This', 'kind', 'weather', 'brings', 'ppl', 'together', 'friendships', 'grow']","['let', 'snow', 'let', 'snow', 'thi', 'kind', 'weather', 'bring', 'ppl', 'togeth', 'friendship', 'grow']","['let', 'snow', 'let', 'snow', 'thi', 'kind', 'weather', 'bring', 'ppl', 'togeth', 'friendship', 'grow']",103,100,103,22,3
620,ham,Dear we got  &lt;#&gt;  dollars hi hi,37,Dear we got  ltgt  dollars hi hi,"['Dear', 'we', 'got', 'ltgt', 'dollars', 'hi', 'hi']","['Dear', 'got', 'ltgt', 'dollars', 'hi', 'hi']","['dear', 'got', 'ltgt', 'dollar', 'hi', 'hi']","['dear', 'got', 'ltgt', 'dollar', 'hi', 'hi']",37,32,37,13,1
621,ham,Good words.... But words may leave u in dismay many times.,58,Good words But words may leave u in dismay many times,"['Good', 'words', 'But', 'words', 'may', 'leave', 'u', 'in', 'dismay', 'many', 'times']","['Good', 'words', 'But', 'words', 'may', 'leave', 'u', 'dismay', 'many', 'times']","['good', 'word', 'but', 'word', 'may', 'leav', 'u', 'dismay', 'mani', 'time']","['good', 'word', 'but', 'word', 'may', 'leav', 'u', 'dismay', 'mani', 'time']",58,53,58,13,2
622,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,87,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOURE CONCERNED,"['MAKE', 'SURE', 'ALEX', 'KNOWS', 'HIS', 'BIRTHDAY', 'IS', 'OVER', 'IN', 'FIFTEEN', 'MINUTES', 'AS', 'FAR', 'AS', 'YOURE', 'CONCERNED']","['MAKE', 'SURE', 'ALEX', 'KNOWS', 'HIS', 'BIRTHDAY', 'IS', 'OVER', 'IN', 'FIFTEEN', 'MINUTES', 'AS', 'FAR', 'AS', 'YOURE', 'CONCERNED']","['make', 'sure', 'alex', 'know', 'hi', 'birthday', 'is', 'over', 'in', 'fifteen', 'minut', 'as', 'far', 'as', 'your', 'concern']","['make', 'sure', 'alex', 'know', 'hi', 'birthday', 'is', 'over', 'in', 'fifteen', 'minut', 'a', 'far', 'a', 'your', 'concern']",87,86,87,17,1
623,ham,"sorry, no, have got few things to do. may be in pub later.",58,sorry no have got few things to do may be in pub later,"['sorry', 'no', 'have', 'got', 'few', 'things', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']","['sorry', 'got', 'things', 'may', 'pub', 'later']","['sorri', 'got', 'thing', 'may', 'pub', 'later']","['sorri', 'got', 'thing', 'may', 'pub', 'later']",58,54,58,17,2
624,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",123,Nah its straight if you can just bring bud or drinks or something thats actually a little more useful than straight cash,"['Nah', 'its', 'straight', 'if', 'you', 'can', 'just', 'bring', 'bud', 'or', 'drinks', 'or', 'something', 'thats', 'actually', 'a', 'little', 'more', 'useful', 'than', 'straight', 'cash']","['Nah', 'straight', 'bring', 'bud', 'drinks', 'something', 'thats', 'actually', 'little', 'useful', 'straight', 'cash']","['nah', 'straight', 'bring', 'bud', 'drink', 'someth', 'that', 'actual', 'littl', 'use', 'straight', 'cash']","['nah', 'straight', 'bring', 'bud', 'drink', 'someth', 'that', 'actual', 'littl', 'use', 'straight', 'cash']",123,120,123,25,1
625,ham,"Haha good to hear, I'm officially paid and on the market for an 8th",67,Haha good to hear Im officially paid and on the market for an 8th,"['Haha', 'good', 'to', 'hear', 'Im', 'officially', 'paid', 'and', 'on', 'the', 'market', 'for', 'an', '8th']","['Haha', 'good', 'hear', 'Im', 'officially', 'paid', 'market', '8th']","['haha', 'good', 'hear', 'im', 'offici', 'paid', 'market', '8th']","['haha', 'good', 'hear', 'im', 'offici', 'paid', 'market', '8th']",67,65,67,16,1
626,ham,How many licks does it take to get to the center of a tootsie pop?,66,How many licks does it take to get to the center of a tootsie pop,"['How', 'many', 'licks', 'does', 'it', 'take', 'to', 'get', 'to', 'the', 'center', 'of', 'a', 'tootsie', 'pop']","['How', 'many', 'licks', 'take', 'get', 'center', 'tootsie', 'pop']","['how', 'mani', 'lick', 'take', 'get', 'center', 'tootsi', 'pop']","['how', 'mani', 'lick', 'take', 'get', 'center', 'tootsi', 'pop']",66,65,66,16,1
